3004,C,Midstream,Other Battery Components and Materials Manufacturing,Birla Carbon,Yes,Birla Carbon,Electrode materials,Other,https://www.birlacarbon.com/,1800 W Oak Commons Ct,Marietta,GA,US,30062,Ê770-792-9400,33.95,-84.54,"1,300",150000,MT/yr,Birla Carbon,https://www.birlacarbon.com/,Marietta,GA,US,KK,8/3/22,"https://www.zippia.com/birla-carbon-careers-19680/;https://www.birlacarbon.com/4481/#:~:text=Birla%20Carbon%20today%20announced%20expansions,the%20growing%20carbon%20black%20market."
5062,C,Downstream,Modules and Packs Manufacturing,"Factorial, Inc.",Yes,Factorial,Cell Assemblies/ Groupings,Packs,www.factorialenergy.com ,19 Presedental Way Suite 103,Woborn,MA,US,1801,617-315-9733,35.5,-92.1,100,,,Factorial Energy,https://factorialenergy.com/,Woburn,MA,US,KK,8/1/22,
